5000	2
3.5718928534667316 4.2805367070805005 65.44777311103046 
1.68382423349159 3.6902664005170025 22.930429723894573 
2.939527896081522 4.087620275062647 49.11551195433692 
1.7809999493477213 1.6792456457718608 5.02218109424809 
2.4163153772059576 1.4429662684533242 5.031135054146526 
3.4625378554847708 4.183807596618651 60.60911442584471 
3.801113030780843 1.9666512250294828 14.701629643575991 
2.7160051064253223 2.6294004189495097 18.777770970105287 
4.831196976336576 3.024996431934939 44.20836754159933 
1.5202756898981753 1.6702818387489256 4.241328090796068 
4.6399987536670135 2.618192469403414 31.806875040213434 
1.258675171530005 4.249433327923412 22.728758013320807 
4.200173899321259 4.185048606568165 73.56449950780913 
3.1214831868623785 2.755507695739346 23.70086827800931 
1.5597684527904287 4.715073145784261 34.67663930352115 
1.9912398091795156 1.7048674152337333 5.787683673782967 
3.503417612521622 3.2084080550885203 36.06376836871588 
3.0808377486997314 1.7342893978980358 9.266419671028416 
2.911468109267282 2.688048156269476 21.03711238569818 
3.9389396031753456 1.9422337955867803 14.858752034500258 
2.8783277834994725 3.7375182315166198 40.20748322563029 
2.8376662750505726 3.3479336990332214 31.806436621251617 
4.437404332716526 1.1478973435387587 5.847027073660705 
4.065244002946336 2.5366022524620426 26.15720676354838 
2.4274025297391093 1.7621767523061695 7.537732744033597 
3.3660403918183333 1.5466062516713857 8.051537978550336 
3.551988761070633 3.990558531503809 56.56384888623129 
2.042112100498388 1.6818827436578072 5.7765828704850755 
3.728484726549879 2.318713032808024 20.045937617526253 
2.101235696254725 1.9934170926222277 8.349704881504177 
1.6641880378887515 1.221518825229039 2.483148684890493 
2.121072324065507 2.3955221878751978 12.171829851639941 
2.7177915108721815 1.3511680664364065 4.961750051484259 
3.8592885184038286 3.1795911014776577 39.016633413883305 
2.757713282442764 2.9457387153674306 23.92971664925775 
2.613087113592371 4.0187501124024205 42.202277908708126 
1.432569382402554 4.492282279804536 28.9101097951898 
3.0025390502467424 1.0039484604411144 3.026296674176565 
2.5159683254093514 3.3330187392146344 27.949927139076774 
2.0913295811195804 2.9333152727419525 17.994507608641353 
4.4477245048421254 3.0441879597503196 41.21742029115691 
2.6835987439779743 1.033025930783296 2.8637824703481005 
4.002573854543737 3.7626178314083902 56.66561059370361 
1.348967717959182 1.9839208303251503 5.309458510250534 
3.987641510292727 2.253710782774067 20.254077776731805 
2.5493922042333055 3.800646515520594 36.825750979103496 
1.2463574185936115 4.801124345766099 28.72952933217554 
4.045638876892887 3.512078422880343 49.901721013546975 
3.2156626727068476 4.654893039150471 69.67707270863575 
3.541634194709402 4.494506092470692 71.54308264316559 
3.0463535165422164 4.959953181320131 74.94375582684198 
2.4373779599400165 4.037016242111732 39.72316764109815 
3.9119469481041564 2.9624709060935395 34.33216130144591 
4.120342978228075 1.19846334365426 5.918107895224847 
2.601334201640184 2.04840423806828 10.91509405520463 
3.0935451181203524 2.5933571652903793 20.80564198193219 
1.8468056860637083 3.1760352293399183 18.629097906486244 
2.1756497246522053 2.149877523103011 10.055795077483845 
3.900280238257742 3.871643445300025 58.46373023920976 
4.316217826490626 1.8157901195155222 14.230974854452517 
2.2670296012971893 1.2631822438140823 3.6173390396241496 
1.844318849809933 4.21592028384606 32.78089343185818 
3.6490243147278387 4.38893778164179 70.29033380087486 
4.671277749657364 4.524037537235588 95.60664762538289 
1.3542178539589904 2.0273766793512142 5.5661823303547 
2.3101198986578004 1.5324424239939103 5.425038865982096 
2.1570059576299156 3.8086159116360405 31.28856890395549 
4.184405598219481 4.9928271826047705 104.3102154676292 
2.699475069231948 1.452582355240334 5.695880245082253 
3.7096614542530104 2.2375251540387295 18.572489867834882 
1.1122907914496527 2.5524025908714325 7.246306428516212 
3.1576779546605778 2.1352495898028483 14.396772082002032 
4.450346134882068 2.13324946046103 20.25242718392304 
3.5483196111734934 1.4135501374027526 7.089982542648889 
3.615019591305014 3.6606329022017565 48.442105707582385 
2.1875682650857122 3.314848949883063 24.037489150706286 
1.8611798260449062 3.0075669956555724 16.835226242435088 
1.6033733727280026 4.669159799563009 34.95522825258927 
4.988520826000539 3.75907025964518 70.49083836282466 
4.137875666458941 1.4759508578801643 9.014076356489738 
