1000	1
3.729389	4.255717
3.517625	4.101275
0.253079	0.287685
3.566280	4.137434
2.390142	3.124885
2.692213	3.416198
0.734864	0.982727
0.671698	0.886216
2.487677	3.221724
2.271083	3.002844
3.573076	4.142451
1.465866	2.049553
1.586476	2.207878
2.706169	3.429064
3.296967	3.931923
0.820527	1.113902
2.910958	3.612299
2.363359	3.097806
0.976016	1.350249
0.266892	0.305375
0.875287	1.197551
3.938344	4.401030
1.246173	1.746477
1.934953	2.633581
3.369323	3.988453
0.823893	1.119052
2.062812	2.778550
1.757538	2.422624
0.290212	0.335670
1.239293	1.736688
3.715521	4.245831
2.767292	3.484829
1.284148	1.800189
1.628617	2.261841
3.829128	4.325918
0.416593	0.508288
2.978869	3.670869
1.916838	2.612573
1.400098	1.960791
0.192592	0.212549
2.630506	3.358708
3.485739	4.077353
1.110740	1.550718
1.128961	1.577417
3.320665	3.950548
3.891209	4.368834
1.190968	1.667452
0.486839	0.609351
1.819643	2.497804
0.119911	0.127525
0.098525	0.103628
1.377508	1.929911
3.743179	4.265517
0.640925	0.839406
3.570620	4.140639
1.234699	1.730142
3.909644	4.381465
3.099989	3.772775
0.982471	1.359964
1.249288	1.750903
0.392742	0.474722
0.050577	0.051895
2.706817	3.429660
1.778654	2.448349
1.100504	1.535671
2.131257	2.853836
0.449000	0.554528
0.861430	1.176414
0.309934	0.361698
2.445137	3.179826
1.814679	2.491848
0.946630	1.305903
1.688635	2.337493
0.874860	1.196900
3.248946	3.893846
0.127581	0.136221
3.607026	4.167399
3.978522	4.428215
2.720163	3.441914
1.018618	1.414178
3.668010	4.211725
3.346352	3.970615
3.096565	3.769938
0.024100	0.024395
2.465039	3.199492
1.121111	1.565928
0.866033	1.183437
0.261037	0.297854
3.099728	3.772559
3.504442	4.091407
3.052114	3.732876
2.552108	3.284210
1.584319	2.205097
2.459331	3.193863
3.554269	4.128546
3.787928	4.297109
2.833758	3.544419
3.073667	3.750899
2.080652	2.798326
0.662837	0.872719
3.003517	3.691867
0.314308	0.367519
3.203150	3.857106
3.954973	4.412310
3.958393	4.414625
0.448143	0.553297
1.181583	1.653909
3.868949	4.353513
