5000	2
1.1136223150728854 4.237022171434605 4.718442439568149 
1.0664440031996527 3.7226952688233275 3.970046045176357 
1.1727920424767109 4.935133093874645 5.787884821059655 
1.0216534517671008 3.9923574968124136 4.078805817306664 
2.70951696613775 1.0599482284205295 2.8719477081330758 
4.803294418327015 2.2410919087330647 10.764624256175367 
3.3935399962519317 3.3697643619512676 11.435430140225998 
1.1038376639505172 4.473883640332009 4.93844126633052 
1.560992634932603 1.9445633727832328 3.0354491030743285 
3.565157097580731 2.2163727424230935 7.901717013534161 
2.9816116342172942 3.124063012764457 9.314742624886437 
4.159666002781874 3.6389784418468105 15.136934909406333 
1.2117551412950651 1.1197339997927966 1.3568434311318087 
4.335863778804274 2.0387911663910625 8.839920770901125 
4.501355193747891 1.1556085525420792 5.201804559924771 
1.5625338726574922 2.8669136335663445 4.479649662430983 
3.239759758335932 3.2081375605622555 10.3935949679156 
1.2275684671637714 2.401750860416191 2.9483136222303727 
1.6796267795911493 1.204894181281706 2.023772533454306 
4.122050381845769 1.1688120462492129 4.817902141547503 
2.9281437135773625 4.764580724060718 13.951377094990269 
2.98984885215494 4.834348668810769 14.453971818360639 
3.1054991240398158 3.2440485773339196 10.074390015253098 
4.2143852127042845 1.7407320192365012 7.336115281151181 
1.7029801470673256 1.3744767981723922 2.3407066998922472 
3.0214779571292674 3.375803970468331 10.199917284359522 
4.066110471474428 3.674653420035346 14.941546750245038 
1.888178205515648 4.458579173446427 8.418592022867516 
4.715012433624927 3.2489644581867854 15.318907816756166 
2.0402504872951917 2.3663195414893567 4.827884597619795 
1.790472627366447 1.4963254495554983 2.679129759060913 
4.635565932617947 2.816270202345707 13.055006207040812 
3.4593486761422843 3.1702607804747602 10.967037433961167 
3.846750160172019 3.579620031024063 13.769903927696783 
2.1017000525512035 3.374091347762651 7.091327962905325 
3.829991639175748 1.2010845194220052 4.600143667329701 
4.454994656227245 4.861436053044372 21.657671637903146 
2.653834964456457 1.9755503775390637 5.242784665958322 
3.85305742796565 3.9419886995776054 15.188708839864146 
2.5864728484535546 2.036269220823217 5.266755051800926 
3.851362864721425 3.7098025487895954 14.287795771857141 
2.547020076851269 1.694972909201431 4.317130029455048 
4.612314545705959 3.2245696497661696 14.872729499258474 
4.577254786593749 1.9428173712233328 8.892770111909485 
3.016530186768514 1.833057974013728 5.529474712709145 
2.9760923071458745 3.8664778374149225 11.506994947680568 
2.746045135109579 1.9858040075562449 5.453107434230932 
3.799764806117558 2.807109134526893 10.666354496306406 
4.763793170746953 1.2538661956369057 5.973159219805555 
2.202987048214812 4.942728646722772 10.888767191570592 
4.874261675935376 4.951678242043769 24.135775486756998 
3.536992198537478 2.8100136558598012 9.938996378559894 
3.6357809888931465 1.518933869746681 5.522510887010881 
4.431379482694418 4.5607392880730995 20.21036650708548 
1.218674723186782 4.610675258570897 5.618913394443032 
3.5209342322749184 1.3681753560897985 4.817255447011497 
3.923117420102034 3.1346681989101475 12.297671417384267 
2.7335159380554903 4.023905457937698 10.999409702501174 
3.412194314008869 1.81754238270197 6.201807783725794 
4.2086029779357395 3.3127073139695815 13.941869866601886 
1.5047099577833798 1.986216293382674 2.9886794349645043 
4.32180180121953 1.8417168068012981 7.9595350129701306 
1.6416957071433291 1.5770716198678274 2.5890717081945884 
2.74847560365422 1.1094316427193203 3.049245803936077 
4.520631529627621 1.9560039035444037 8.842372918437535 
4.390122305803681 4.804019935115987 21.090235074678244 
1.9838787780939802 1.3066744419884722 2.5922836953387236 
4.4791824469223025 2.7094578111613714 12.136155868430537 
1.1160484824802004 3.76786964786376 4.205125202681557 
2.516520028743135 3.1173146498852438 7.844784752330609 
2.412375347508983 1.482768008840882 3.576992990602725 
1.996179714555241 1.8130411666680484 3.6191559985563257 
1.799345376417711 2.4973138121418854 4.493530061341589 
2.451796774748898 2.962077940520984 7.262413141124206 
1.466704928078188 1.7234835684895158 2.527841843365354 
4.999102068807907 4.31331114459973 21.56268266638071 
3.0886170522128555 2.8302842918397726 8.741664326386507 
1.0284794596501596 1.2776782969149996 1.314065884417875 
3.0592866327647648 2.429841216829475 7.433580754387283 
4.269575764966314 3.906803732254627 16.6803945337143 
4.555713682232771 4.4574735469346525 20.306973225960835 
1.7488757094889849 3.1507676909705085 5.5103010809810185 
